id_student,n_clicks_externalquiz,n_clicks_forumng,n_clicks_glossary,n_clicks_homepage,n_clicks_oucollaborate,n_clicks_oucontent,n_clicks_ouwiki,n_clicks_resource,n_clicks_subpage,n_clicks_url,total_n_clicks,final_result
550814,4,24,0,111,1,47,43,18,170,16,434,0
551126,16,582,4,293,25,188,61,92,424,24,1709,0
551214,0,135,0,147,14,267,23,25,130,8,749,0
551456,4,15,0,90,1,132,8,17,76,14,357,1
551760,0,253,0,131,0,319,22,31,53,0,809,1
552282,0,92,0,19,0,174,99,25,37,0,446,1
552313,9,418,130,298,28,204,59,79,292,52,1569,0
552537,1,13,0,61,2,114,17,13,16,0,237,0
552747,31,1418,12,1073,42,97,548,135,761,160,4277,0
552898,2,76,18,178,8,135,77,28,74,5,601,0
553280,3,240,12,213,3,142,61,34,123,10,841,0
553301,57,1516,0,766,15,534,348,127,634,58,4055,0
553719,20,214,0,355,10,173,84,65,138,21,1080,0
553832,6,112,0,203,0,238,94,47,51,10,761,1
554283,11,120,0,193,12,118,85,45,81,11,676,0
554356,13,1036,0,832,22,664,114,105,334,34,3154,0
554691,12,306,0,348,30,192,211,128,424,60,1711,0
555239,35,620,0,665,30,563,235,95,643,70,2956,0
555316,11,53,0,94,1,59,64,10,153,4,449,1
555644,3,36,0,46,0,55,15,15,84,2,256,1
555791,9,238,0,102,1,52,77,13,81,8,581,1
556539,23,442,168,358,16,103,107,48,382,34,1681,0
557474,0,31,0,27,1,284,6,27,120,5,501,1
558021,6,462,0,328,15,44,85,49,277,24,1290,0
558140,1,33,0,95,2,46,9,16,45,14,261,1
558610,2,25,0,27,0,9,0,5,8,1,77,1
558765,4,197,0,153,1,113,201,86,143,19,917,1
559096,9,295,0,115,1,73,101,54,72,8,728,0
559123,5,90,0,120,4,104,64,8,51,5,451,0
559140,31,358,16,393,22,475,63,95,287,43,1783,0
559540,4,66,0,100,0,108,24,36,66,5,409,1
559680,7,176,54,263,11,228,81,57,212,27,1116,0
559908,2,169,3,194,1,67,23,26,102,12,599,0
559992,5,20,3,147,8,130,28,105,307,27,780,0
560015,3,102,0,145,12,24,59,24,112,7,488,1
560243,25,268,86,588,31,261,159,193,482,50,2143,0
560458,9,218,0,120,9,101,90,39,115,12,713,0
560486,10,254,0,284,12,339,152,125,320,37,1533,0
560493,14,388,0,281,15,105,124,51,222,56,1256,0
560759,10,248,0,334,14,85,75,153,217,22,1158,0
560879,19,462,0,356,18,102,65,62,204,34,1322,0
560948,14,291,0,168,28,79,135,24,225,12,976,1
561072,6,226,85,203,6,245,54,76,336,28,1265,0
561195,20,751,2,524,25,287,74,116,598,48,2445,0
561272,0,3,0,14,0,23,10,3,14,2,69,1
561476,0,212,0,231,10,220,65,38,169,25,970,0
561515,2,49,0,79,13,69,18,45,80,5,360,0
561734,0,4,0,30,15,0,0,9,12,0,70,0
561807,5,833,0,414,19,200,305,191,984,51,3002,0
561810,14,640,0,329,16,123,118,31,142,22,1435,0
561819,64,880,0,888,14,168,94,134,457,17,2716,0
561881,31,627,0,584,46,51,407,108,536,49,2439,0
561955,12,348,44,517,1,434,80,86,286,50,1858,0
562064,6,28,1,154,3,94,140,47,187,9,669,1
562437,23,109,0,237,8,87,35,36,147,8,690,0
562728,28,211,0,392,2,354,83,71,444,58,1643,0
563016,13,501,15,304,9,82,88,51,218,22,1303,0
563675,8,330,0,721,8,459,123,76,174,282,2181,0
563770,5,77,0,49,0,141,18,25,53,1,369,1
563819,3,110,0,85,10,183,36,24,47,4,502,0
563862,7,95,0,244,6,109,21,35,119,34,670,1
563971,39,306,0,369,19,36,165,52,182,22,1190,0
564213,1,52,0,177,19,174,33,34,125,1,616,0
564356,16,253,0,177,7,94,40,42,183,21,833,0
564454,0,0,0,6,0,26,0,2,2,1,37,1
565175,9,199,0,404,4,40,212,16,151,5,1040,0
565301,10,462,5,494,21,86,111,106,409,65,1769,0
565570,16,119,0,257,7,91,18,23,82,7,620,1
565657,23,890,135,673,24,87,217,101,548,76,2774,0
566185,13,271,0,355,7,111,65,62,291,28,1203,0
566381,33,281,0,435,12,515,65,47,228,16,1632,1
566979,22,269,0,366,4,214,168,38,178,21,1280,0
567152,12,295,0,237,5,87,78,33,253,39,1039,0
567167,6,102,0,166,2,227,63,46,186,30,828,0
567292,14,211,0,229,11,78,126,51,152,27,899,0
567304,9,97,3,143,4,376,64,59,293,21,1069,0
567417,37,609,3,932,22,462,235,122,346,45,2813,0
567451,16,321,0,435,4,327,67,64,217,18,1469,0
567970,5,115,0,170,0,62,59,19,185,35,650,1
568068,4,25,0,69,0,49,11,9,34,0,201,1
568196,11,682,1,455,14,68,63,82,347,64,1787,0
568223,26,395,10,453,33,97,69,60,276,52,1471,0
568566,11,409,0,406,24,96,112,89,296,46,1489,0
568578,5,94,0,123,2,147,43,20,75,5,514,1
568598,41,2035,0,1857,17,413,143,313,1132,115,6066,0
568668,0,21,0,13,0,37,0,2,15,2,90,1
568835,5,389,0,214,20,43,50,45,197,23,986,1
568948,7,141,400,328,2,82,211,68,297,37,1573,0
568963,16,142,14,274,10,240,93,60,143,5,997,0
569279,5,29,0,206,10,278,67,36,75,6,712,1
569928,12,237,0,354,7,70,155,88,263,28,1214,0
569935,9,473,14,297,12,183,54,80,232,27,1381,0
569978,40,1542,34,1643,61,811,153,310,1149,36,5779,0
570237,34,621,3,418,44,185,84,70,500,52,2011,0
570403,12,565,0,195,11,72,38,22,106,15,1036,0
570531,3,158,0,231,1,107,58,37,107,22,724,0
570630,51,90,0,206,7,122,100,45,320,42,983,0
570671,9,352,0,338,25,210,104,99,245,37,1419,0
570871,3,222,34,381,25,419,45,78,392,8,1607,0
570872,16,182,3,355,30,271,62,78,311,44,1352,0
570896,10,291,0,308,10,254,106,58,236,27,1300,0
571055,4,263,0,276,2,53,32,14,60,7,711,1
571131,1,253,0,285,15,206,49,30,84,12,935,0
571242,4,59,0,106,0,57,65,46,292,23,652,0
571451,9,268,45,527,33,96,100,79,301,54,1512,0
571512,26,789,16,450,24,168,91,92,316,28,2000,0
571640,12,291,0,365,32,216,83,62,121,21,1203,1
571716,17,270,0,367,5,85,114,54,194,8,1114,1
571765,15,220,5,245,12,98,54,100,241,15,1005,0
571776,24,685,0,712,41,172,74,101,498,46,2353,0
571808,19,630,0,476,8,521,41,153,325,21,2194,0
571921,12,1335,12,794,10,234,201,106,609,67,3380,0
571951,27,601,0,413,12,85,236,121,371,43,1909,0
572060,30,567,0,503,4,194,180,68,433,30,2009,0
572149,8,104,0,195,15,243,73,111,226,15,990,0
572231,11,198,0,269,23,71,83,65,190,11,921,0
572233,7,821,32,661,0,192,240,102,297,10,2362,0
572241,9,314,0,229,8,85,25,42,52,9,773,1
572280,6,379,0,372,2,63,79,64,246,12,1223,0
572338,17,325,0,313,10,344,70,102,264,4,1449,0
572348,25,785,8,1217,24,230,106,111,209,41,2756,0
572382,3,44,0,127,1,372,44,22,85,5,703,0
572431,12,461,0,360,12,95,191,66,210,19,1426,0
572452,2,93,0,187,1,98,54,17,141,2,595,1
572457,48,745,4,774,28,154,111,162,651,93,2770,0
572460,2,168,0,237,7,58,111,18,91,22,714,1
572648,7,126,0,111,5,45,76,25,175,15,585,1
572688,4,361,0,379,11,401,114,70,87,3,1430,0
572697,4,171,0,191,1,122,39,39,125,21,713,0
572730,3,167,0,191,3,95,69,19,175,27,749,0
572735,16,357,1,392,2,50,86,82,296,36,1318,0
572751,4,49,0,23,3,98,0,5,37,5,224,1
572754,1,398,0,221,6,51,21,12,32,2,744,0
572774,14,637,0,594,33,163,161,62,254,69,1987,0
572806,1,817,0,446,3,94,145,53,429,44,2032,0
572854,15,330,0,415,15,89,187,49,231,53,1384,0
572874,22,205,0,421,11,146,55,49,303,32,1244,0
572909,4,0,0,30,0,22,0,2,18,1,77,1
572976,7,38,0,110,12,229,13,11,36,7,463,0
573473,0,78,0,110,2,83,62,64,58,2,459,0
573602,8,760,1,570,16,336,153,60,273,38,2215,1
573689,4,473,2,486,13,149,79,57,267,18,1548,0
573780,4,72,0,73,0,33,36,17,86,5,326,0
573845,1,193,0,93,4,49,134,20,67,5,566,0
574035,14,301,0,111,0,110,66,35,135,8,780,0
574088,22,151,0,334,15,79,52,75,250,50,1028,0
574098,1,542,0,582,6,93,186,38,171,14,1633,0
574310,21,179,0,189,19,91,53,36,156,8,752,0
574498,36,890,3,713,33,149,147,86,699,64,2820,0
574529,5,330,0,231,0,98,60,26,119,6,875,1
574623,2,38,0,122,2,250,61,28,76,7,586,1
574705,22,758,9,436,49,149,222,59,401,52,2157,0
574720,1,45,0,87,12,159,2,98,80,8,492,0
574743,9,180,0,228,8,204,9,32,123,19,812,1
574819,11,251,0,358,19,153,133,73,252,17,1267,1
574842,0,237,0,124,2,202,71,17,73,2,728,0
574873,12,1471,0,898,34,140,154,112,371,38,3230,0
574895,17,257,0,231,27,54,111,47,286,26,1056,0
574938,31,599,0,431,22,246,123,74,253,33,1812,0
575192,11,239,0,173,28,117,48,15,86,12,729,0
575258,15,796,0,585,29,81,86,117,424,42,2175,0
575376,5,376,0,266,4,261,165,73,235,20,1405,0
575385,21,86,0,203,5,29,17,40,156,9,566,0
575431,4,211,0,226,13,67,67,69,128,21,806,0
575766,5,515,0,343,8,69,86,53,123,19,1221,0
575798,17,186,0,353,1,410,152,52,81,4,1256,0
575962,0,2,2,39,0,37,16,13,68,6,183,1
576083,2,277,0,278,3,222,41,37,78,17,955,0
576233,17,217,0,366,23,301,77,99,245,29,1374,0
576251,12,295,0,374,13,151,194,56,251,26,1372,0
576314,6,189,13,264,8,107,87,54,148,20,896,1
576368,7,94,0,286,2,242,155,58,287,40,1171,1
576383,20,993,0,519,4,128,163,64,214,8,2113,0
576413,90,1215,0,945,29,595,253,152,755,60,4094,0
576453,19,887,1,574,12,99,107,89,388,25,2201,0
576492,1,134,0,66,2,26,9,6,38,4,286,1
576767,23,446,8,400,0,150,36,74,149,45,1331,0
576847,4,247,0,327,28,308,126,72,329,29,1470,0
576879,2,39,0,233,5,288,69,43,79,6,764,1
576949,13,79,0,159,1,90,81,35,138,34,630,0
577035,17,430,0,268,26,92,125,64,246,17,1285,0
577126,0,59,0,105,16,97,72,36,93,4,482,0
577200,3,16,0,51,0,33,2,0,16,1,122,1
577212,2,39,0,18,1,27,12,7,9,1,116,1
577279,9,605,7,537,17,154,111,118,460,46,2064,0
577414,10,108,0,138,19,122,71,40,114,7,629,0
577464,14,606,0,824,16,259,84,80,322,200,2405,0
578026,3,408,0,283,3,375,109,42,86,4,1313,1
578303,30,73,0,300,35,292,113,41,217,27,1128,0
578644,24,771,0,576,7,616,91,240,781,28,3134,0
578697,5,534,0,433,17,219,127,66,176,12,1589,0
578823,10,391,5,219,7,32,66,40,262,12,1044,0
578850,4,105,0,165,13,212,45,38,157,8,747,0
578906,10,158,0,142,10,108,63,32,92,15,630,0
578943,32,1577,0,1119,27,183,320,55,195,29,3537,0
578956,32,65,0,134,3,381,49,44,177,15,900,0
579105,27,1214,4,993,18,363,169,70,308,242,3408,0
579112,0,0,0,48,0,169,0,8,26,2,253,1
579151,29,713,2,642,8,204,230,57,236,31,2152,0
579325,6,182,0,328,13,298,104,57,212,32,1232,0
579367,9,458,0,693,21,713,204,101,327,43,2569,0
579372,11,156,0,269,14,163,67,31,147,33,891,1
579470,0,56,0,131,2,281,43,41,95,14,663,1
579567,15,655,0,623,23,394,126,139,448,48,2471,0
579717,21,516,58,336,28,175,27,90,354,27,1632,0
580393,1,180,1,166,11,253,42,38,189,8,889,0
580415,12,1750,5,976,46,246,73,60,239,48,3455,0
580441,0,38,0,51,2,37,0,3,31,6,168,1
580468,39,279,0,449,7,194,66,68,350,60,1512,0
580516,40,223,0,395,30,212,102,38,157,28,1225,0
580534,7,9,0,24,1,254,21,21,90,1,428,1
580642,32,449,1,494,37,85,67,107,281,49,1602,0
580714,17,308,0,276,13,33,104,33,200,20,1004,0
580916,9,556,1,335,33,178,96,90,353,11,1662,0
581138,20,583,4,378,33,316,106,52,417,60,1969,1
581552,17,357,0,457,13,393,123,67,216,17,1660,0
581593,66,320,11,663,38,283,160,107,446,45,2139,0
581697,20,448,0,168,16,44,50,43,174,27,990,0
581755,2,2,0,23,0,11,0,1,19,3,61,1
581922,39,1357,0,918,41,529,127,181,691,66,3949,0
582026,3,8,0,49,0,23,0,14,19,1,117,1
582160,2,213,0,160,5,196,23,16,59,9,683,1
582227,6,82,0,127,5,41,6,20,72,11,370,1
582302,1,62,0,103,5,155,27,8,58,2,421,1
582320,11,391,0,252,17,58,115,47,175,13,1079,0
582416,5,285,7,329,20,290,67,71,233,15,1322,0
582452,5,228,0,263,3,56,82,43,129,15,824,0
582464,13,274,0,281,27,75,55,120,390,38,1273,0
582554,7,532,0,376,20,152,102,59,272,25,1545,1
582879,19,423,0,600,34,113,129,151,331,52,1852,0
582931,7,59,0,186,12,288,78,70,98,16,814,1
583198,22,116,0,167,5,388,38,49,388,24,1197,0
583247,8,27,0,95,3,48,39,10,31,8,269,1
583293,3,437,7,351,6,95,109,95,281,18,1402,0
583335,6,98,3,97,0,35,8,20,57,14,338,1
583514,7,477,0,402,15,226,93,47,186,17,1470,0
583540,2,15,0,132,0,253,26,40,249,27,744,0
583606,8,327,0,186,0,403,55,49,121,10,1159,1
583871,22,341,0,425,32,227,136,60,249,32,1524,0
583946,16,564,43,378,1,123,220,93,457,55,1950,0
583955,26,1385,90,584,34,108,137,75,455,55,2949,0
584132,2,132,0,150,9,67,74,16,53,9,512,0
584183,3,154,0,223,9,414,59,30,140,19,1051,0
584315,0,80,0,116,0,383,39,22,109,2,751,1
584433,4,352,3,239,0,307,96,28,58,4,1091,0
584495,19,113,1,190,6,314,65,48,100,21,877,0
584586,3,60,0,59,0,52,0,11,39,4,228,1
584640,8,387,0,176,24,109,149,18,190,37,1098,0
584914,3,0,0,81,0,145,0,17,15,0,261,0
584918,5,194,0,180,0,227,79,22,39,6,752,1
584943,42,435,1,366,24,37,185,56,347,53,1546,0
585098,27,250,0,329,1,150,185,98,270,8,1318,0
585134,12,177,0,200,6,49,99,11,95,4,653,0
585210,2,37,0,61,0,32,32,26,61,4,255,1
585326,25,1208,6,684,51,253,133,67,291,11,2729,0
585359,7,177,1,293,10,239,85,51,174,28,1065,1
585422,6,249,0,342,10,259,153,69,290,28,1406,0
585695,4,265,0,174,0,77,40,25,169,32,786,0
586022,1,219,0,180,0,138,40,81,114,20,793,1
586113,6,227,0,361,23,271,132,55,194,19,1288,1
586128,18,483,70,688,29,107,236,151,729,20,2531,0
586243,33,170,29,273,29,137,150,99,342,39,1301,0
586257,15,331,0,365,4,346,89,77,227,11,1465,0
586470,7,207,2,272,0,156,45,55,168,22,934,1
586497,36,505,0,554,4,190,139,43,328,37,1836,0
586526,4,298,0,281,12,65,28,33,207,32,960,0
586550,0,15,0,58,3,70,0,4,18,1,169,0
586625,3,75,0,250,0,361,55,95,244,53,1136,1
586762,1,920,2,519,4,119,141,84,393,78,2261,0
586800,34,879,2,1581,16,362,287,90,617,376,4244,0
586912,14,560,0,406,12,248,100,60,251,45,1696,0
587002,15,299,21,371,1,284,127,92,327,14,1551,0
587006,0,6,0,21,0,14,0,7,34,3,85,1
587641,11,210,0,169,5,254,139,21,101,8,918,0
587862,13,331,0,292,3,157,60,28,111,3,998,0
587989,66,2150,110,1133,20,146,141,225,1545,98,5634,0
588033,15,134,7,119,12,40,50,38,130,9,554,0
588086,3,195,0,147,3,75,61,37,103,11,635,0
588132,24,1154,43,1116,16,494,494,66,628,154,4189,0
588146,50,536,0,560,11,142,192,160,446,65,2162,1
588178,62,802,0,883,18,109,149,112,341,89,2565,0
588208,46,386,0,439,37,213,174,144,368,38,1845,0
588219,1,168,0,213,1,241,57,16,19,2,718,0
588293,7,8,0,579,9,553,80,84,282,27,1629,0
588352,8,655,0,898,8,196,105,96,261,22,2249,0
588430,10,144,2,297,1,193,52,83,307,46,1135,0
588460,12,790,2,1631,22,94,75,70,169,26,2891,1
588482,9,94,12,323,36,530,83,111,294,13,1505,0
588493,17,633,0,189,18,46,57,26,128,17,1131,0
588540,26,1866,2480,2445,36,97,340,168,1095,933,9486,0
588556,7,196,0,154,10,56,48,22,110,12,615,0
588566,5,354,0,131,5,401,272,32,83,0,1283,0
588707,28,302,0,332,15,165,186,154,759,59,2000,0
588824,11,761,138,318,62,170,65,121,355,48,2049,0
588850,2,278,0,336,15,338,137,56,123,16,1301,0
589019,4,316,30,394,6,267,127,56,241,26,1467,0
589171,0,30,0,28,0,87,34,19,26,0,224,1
589220,54,1433,0,474,34,178,172,203,628,45,3221,0
589458,31,592,0,598,23,389,252,92,558,46,2581,0
589503,7,172,0,178,2,47,79,36,245,32,798,0
589531,5,49,1,108,0,22,55,8,59,5,312,0
589557,3,78,0,209,6,281,57,29,86,9,758,0
589584,2,13,0,99,0,153,14,19,38,9,347,1
589723,48,84,0,329,27,160,37,96,240,51,1072,0
589875,10,185,0,196,18,248,68,56,296,40,1117,0
589932,7,68,1,100,2,44,31,47,185,10,495,1
589956,34,187,3,512,43,93,195,85,462,40,1654,0
590370,8,124,0,141,0,47,0,7,105,20,452,1
590392,11,206,0,206,28,124,119,25,92,15,826,0
590397,12,488,0,252,7,53,55,40,211,33,1151,0
590402,5,16,0,46,0,61,0,23,77,6,234,1
590443,47,1316,10,943,29,153,280,120,713,78,3689,0
590482,3,405,0,248,61,334,97,93,357,22,1620,0
590676,4,367,0,557,18,382,111,74,107,12,1632,0
590762,6,139,0,100,0,39,60,24,128,17,513,1
590789,23,448,24,366,9,98,133,37,293,58,1489,0
590918,4,12,0,136,0,52,27,14,69,5,319,1
590921,18,526,0,369,5,131,118,49,198,40,1454,1
591071,9,162,0,214,0,193,66,113,142,28,927,0
591193,41,1097,43,1051,40,132,234,171,842,82,3733,0
591202,5,172,0,115,0,51,31,25,76,5,480,0
591210,6,180,0,357,25,116,86,51,227,42,1090,0
591230,21,198,0,451,20,274,156,66,199,43,1428,0
591593,5,99,0,182,13,371,0,20,37,1,728,0
591694,3,0,0,82,2,105,4,5,69,24,294,1
591891,21,516,0,470,20,398,231,62,262,15,1995,0
592093,10,311,0,444,15,73,78,37,208,9,1185,0
592189,4,218,0,219,2,161,64,26,108,3,805,0
592252,4,143,1,147,1,75,62,59,268,23,783,0
592284,4,0,0,39,0,38,0,1,7,6,95,1
592315,23,135,0,376,1,293,100,58,195,8,1189,0
592382,33,985,5,740,32,142,83,126,720,133,2999,0
592494,7,481,0,351,8,173,73,64,110,10,1277,0
592577,22,625,328,1482,25,161,140,72,381,38,3274,0
592625,3,4,1,122,18,164,0,94,87,7,500,0
592709,3,86,0,116,2,39,25,17,93,22,403,1
592950,73,764,39,703,19,265,151,119,697,53,2883,0
593103,25,446,2,475,1,133,63,105,315,27,1592,0
593303,3,9,0,25,3,190,0,24,84,3,341,1
593338,3,196,0,161,5,203,44,31,59,5,707,0
593654,61,188,0,386,19,102,106,113,650,49,1674,0
593903,22,159,0,221,5,153,32,32,93,12,729,1
593973,6,758,0,750,38,407,167,57,372,56,2611,0
594011,21,102,0,274,0,191,111,60,337,46,1142,0
594052,3,44,0,73,1,56,66,38,97,8,386,0
594086,2,27,0,110,0,144,57,27,110,2,479,1
594201,10,419,8,433,1,319,100,96,358,58,1802,0
594419,20,91,0,175,4,57,40,15,99,16,517,0
594507,60,626,0,598,34,429,190,109,487,33,2566,0
594869,5,111,0,323,0,213,147,42,252,30,1123,1
594925,18,682,0,925,34,211,100,130,323,364,2787,0
594963,63,888,12,563,28,331,86,111,812,54,2948,0
595079,1,36,0,66,9,80,21,41,27,4,285,0
595319,6,609,0,661,2,257,233,48,231,39,2086,0
595495,91,1291,0,1070,14,360,295,136,532,176,3965,0
595601,13,166,0,317,25,60,94,52,278,19,1024,1
595659,1,122,0,153,8,269,109,29,55,4,750,0
595685,11,36,0,144,7,129,21,53,170,13,584,0
595687,21,414,0,355,19,203,39,68,204,27,1350,0
595940,9,184,0,157,0,67,101,23,90,13,644,1
595986,4,196,0,295,4,107,62,23,173,27,891,0
595988,9,123,12,339,4,176,58,88,220,51,1080,0
596093,0,376,0,174,20,62,87,25,69,8,821,0
596104,4,144,0,144,0,117,69,23,125,11,637,1
596204,8,226,0,310,10,143,122,58,279,41,1197,1
596270,51,141,0,199,23,38,102,72,574,43,1243,0
596306,5,266,0,274,2,300,68,51,135,14,1115,1
596441,6,53,0,101,17,170,16,47,215,11,636,0
596570,9,138,0,110,16,65,43,39,146,14,580,0
596589,4,458,0,179,0,265,87,14,23,2,1032,1
596731,10,474,0,290,13,131,62,124,337,23,1464,0
596845,24,518,0,466,20,115,139,68,185,16,1551,0
596846,11,424,0,371,11,95,153,51,353,34,1503,0
597235,2,213,15,203,3,71,34,40,154,20,755,1
597243,1,64,0,100,0,176,22,27,35,3,428,0
597365,38,4323,7,602,68,101,377,127,1206,35,6884,0
597403,4,190,0,221,16,178,64,29,42,5,749,0
597428,20,777,0,302,10,286,185,81,381,73,2115,0
597433,19,220,0,226,0,68,155,65,246,25,1024,0
597560,9,267,4,288,21,75,78,31,97,22,892,0
597571,30,280,0,500,29,435,86,107,360,21,1848,0
597602,8,597,0,392,42,82,144,43,195,15,1518,0
597726,10,0,0,66,3,58,0,20,44,8,209,1
597755,2,250,0,218,15,77,198,62,271,42,1135,0
597770,25,245,0,299,10,172,87,90,276,15,1219,0
597871,33,145,0,215,8,46,62,92,206,30,837,0
597938,20,1225,14,641,18,121,156,45,350,65,2655,0
597968,4,171,0,145,0,169,92,41,97,4,723,0
598052,13,400,0,386,24,135,195,44,181,41,1419,0
598064,67,726,0,725,45,136,221,189,816,107,3032,0
598246,41,357,28,600,10,630,181,104,769,19,2739,0
598501,2,108,0,108,8,81,62,66,192,27,654,0
598516,20,1130,44,864,8,480,254,71,420,82,3373,0
598637,5,185,5,204,3,65,88,75,402,52,1084,0
598664,24,457,0,699,17,162,368,87,335,126,2275,0
598665,11,1342,14,217,16,153,61,105,381,20,2320,0
598842,19,94,0,160,9,138,82,63,132,10,707,1
598860,20,1614,1,1313,98,154,469,118,595,100,4482,0
598989,18,575,0,744,27,487,140,96,309,64,2460,0
599049,17,839,0,503,2,453,215,106,455,66,2656,0
599068,33,260,0,390,0,36,57,112,327,66,1281,0
599109,16,588,0,1156,29,344,137,119,489,210,3088,0
599146,24,433,0,789,14,166,118,130,571,64,2309,0
599169,26,270,0,289,18,142,196,134,432,33,1540,0
599177,10,58,0,220,22,27,25,37,114,16,529,0
599206,4,35,0,47,0,34,20,5,32,3,180,1
599314,19,233,0,173,10,64,60,15,103,13,690,0
599425,16,569,3,315,34,357,146,59,468,40,2007,0
599577,316,5282,38,4448,54,1694,574,202,2688,635,15931,0
599585,5,157,0,245,17,126,89,74,222,43,978,0
599725,14,883,1,780,15,287,144,78,478,130,2810,0
599737,31,459,0,540,2,80,46,169,328,34,1689,0
599854,7,238,0,386,7,326,51,30,83,9,1137,0
599947,6,84,0,146,2,105,27,17,73,6,466,0
600067,13,1075,279,439,5,98,90,57,273,18,2347,0
600242,6,1059,0,529,44,177,138,67,235,33,2288,0
600365,3,58,0,92,0,151,21,33,53,3,414,0
600478,7,471,24,458,16,59,141,35,201,36,1448,0
600635,32,645,6,583,28,178,114,110,334,53,2083,0
600671,19,318,79,639,32,150,68,96,338,55,1794,0
600686,52,341,5,287,15,127,152,126,354,27,1486,0
600796,44,1445,2,768,39,168,154,115,576,19,3330,0
600817,33,829,25,597,21,194,114,230,949,46,3038,0
601048,3,67,0,142,8,227,38,25,42,7,559,1
601088,3,25,0,68,1,101,13,25,81,18,335,1
601092,4,621,0,136,13,160,111,64,272,18,1399,0
601133,4,18,0,47,0,61,7,6,35,0,178,1
601230,10,137,11,175,5,140,50,38,160,3,729,0
601234,28,384,2,418,58,146,140,68,303,36,1583,0
601263,10,341,0,387,13,323,138,53,188,23,1476,0
601293,20,835,0,928,55,607,166,141,474,64,3290,0
601310,2,2,0,30,0,26,0,3,21,1,85,1
601380,7,159,0,169,25,106,26,36,115,7,650,0
601467,3,207,1,198,9,96,60,77,285,33,969,1
601566,0,455,0,257,1,25,78,7,33,7,863,0
601579,20,374,0,346,8,131,53,73,238,13,1256,0
601857,65,1342,3,1266,39,176,153,213,829,110,4196,0
602302,5,401,263,192,4,84,102,75,271,22,1419,0
602356,10,140,0,202,2,127,67,80,155,16,799,0
602404,8,104,1,240,13,262,93,85,179,14,999,0
602595,14,328,0,335,5,227,60,47,268,25,1309,0
602725,4,45,0,67,0,29,0,10,68,4,227,1
602729,14,240,0,199,0,61,52,82,539,24,1211,1
602783,29,822,0,953,24,918,190,117,674,92,3819,0
602856,48,1943,276,1720,49,219,115,123,996,83,5572,0
602902,9,355,273,413,25,216,130,101,455,72,2049,0
603034,0,502,0,442,12,111,181,62,174,22,1506,0
603049,7,336,3,267,10,183,91,56,181,17,1151,0
603325,6,133,0,138,3,154,70,57,232,24,817,0
603410,5,190,6,271,10,221,91,67,264,20,1145,1
603431,2,257,0,199,8,214,70,40,94,9,893,0
603469,6,350,0,222,2,171,122,64,166,13,1116,1
603498,5,267,0,30,0,177,38,14,241,12,784,1
603513,6,102,0,149,1,131,61,51,187,7,695,0
603730,7,50,0,48,0,45,1,6,60,8,225,1
604055,14,344,6,425,20,152,77,32,286,50,1406,0
604072,6,356,0,349,0,166,51,36,102,6,1072,0
604156,14,192,14,415,26,137,79,83,325,56,1341,0
604281,17,538,0,611,13,212,123,79,426,52,2071,0
604317,6,172,0,168,6,387,136,78,198,13,1164,0
604462,8,157,0,142,18,47,36,45,157,14,624,1
604559,2,0,0,25,0,58,3,9,14,2,113,1
604627,5,42,0,133,2,109,38,45,122,7,503,0
604723,1,57,0,91,0,55,19,40,111,16,390,0
604854,2,384,0,286,12,32,64,10,115,22,927,0
605070,6,120,0,87,2,30,14,8,48,5,320,1
605105,8,39,1,193,0,612,48,206,313,25,1445,1
605118,9,394,1,186,11,115,142,171,521,31,1581,1
605144,25,217,0,273,2,81,108,93,436,47,1282,0
605245,4,104,0,47,0,44,2,10,95,8,314,1
605266,69,606,32,460,147,638,602,367,808,96,3825,0
605476,3,260,0,208,0,107,48,31,69,9,735,0
605540,43,2894,191,153,25,74,78,51,330,28,3867,0
605561,6,60,0,135,3,186,1,27,83,9,510,1
605703,4,282,0,428,14,214,65,63,174,52,1296,0
605941,39,496,0,721,21,193,155,145,380,83,2233,0
606082,0,265,0,364,3,41,83,17,58,8,839,0
606319,4,101,4,153,1,63,48,34,188,16,612,0
606322,31,156,0,456,28,162,77,123,330,36,1399,0
606344,8,136,0,142,2,167,107,22,61,10,655,0
606665,10,494,2,356,42,79,106,90,381,50,1610,0
606788,13,300,0,305,21,351,143,55,184,31,1403,0
606908,14,210,2,438,32,135,67,45,290,66,1299,0
607061,22,82,22,166,4,96,46,72,124,2,636,0
607073,38,419,0,250,32,157,77,44,315,13,1345,0
607151,11,258,6,162,12,82,75,51,265,30,952,0
607196,4,2,0,54,2,161,3,13,105,5,349,0
607231,1,21,0,18,1,18,0,2,21,4,86,1
607316,9,139,0,194,12,96,29,65,231,24,799,0
607485,0,112,0,17,0,58,36,4,19,0,246,0
607498,12,642,0,860,18,80,163,100,422,63,2360,1
607555,2,93,0,204,9,207,24,52,198,14,803,0
607622,4,48,0,65,0,44,14,14,51,2,242,1
607670,2,36,0,134,0,76,23,42,78,11,402,1
607800,7,133,3,178,13,42,82,60,233,25,776,0
607854,2,147,0,196,8,125,58,109,199,14,858,1
607900,31,2966,33,6591,55,442,762,228,2853,235,14196,0
607927,1,277,0,196,5,79,51,18,76,13,716,0
608062,2,30,0,31,0,127,28,20,33,1,272,0
608178,4,53,0,152,8,259,0,31,100,10,617,1
608217,18,357,32,194,11,31,129,67,205,8,1052,0
